event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1941-1950,1951-1960,4.954128208121182,0.02,1,1951-1960,consecutive
1,1991-2000,2001-2010,5.172085660343471,0.049,2,"2001-2010,2011-2018",consecutive
2,2001-2010,2011-2018,5.129028299236183,0.02,1,2011-2018,consecutive
3,1901-1910,1941-1950,4.962584172291196,0.036,4,"1911-1920,1921-1930,1931-1940,1941-1950",sudden_shift
