timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,2011-2018,11,5.940741476010559,0.0
1931-1940,1951-1960,2,5.273568559031588,0.0
1911-1920,2011-2018,10,6.011881919691305,0.0
1911-1920,2001-2010,9,5.766001839954779,0.0
1921-1930,2011-2018,9,5.698244219190056,0.0
1941-1950,2001-2010,6,5.692539059816568,0.0
1941-1950,2011-2018,7,5.922779612707969,0.0
1931-1940,2011-2018,8,5.873037012912956,0.0
1951-1960,2001-2010,5,5.788393752590473,0.0
1951-1960,2011-2018,6,5.586197275488181,0.0
1961-1970,2011-2018,5,5.522591480331486,0.0
1971-1980,2011-2018,4,5.440431720185424,0.0
1931-1940,2001-2010,7,5.470224518756558,0.001
1901-1910,1951-1960,5,5.662537589389432,0.001
1961-1970,2001-2010,4,5.797494082356858,0.001
1921-1930,2001-2010,8,5.4255782302515785,0.002
1931-1940,1971-1980,4,4.908247145994604,0.002
1981-1990,2011-2018,3,5.356145461253714,0.002
1971-1980,2001-2010,3,5.365580309827979,0.003
1931-1940,1961-1970,3,4.917712986500545,0.008
1991-2000,2011-2018,2,5.28393701103382,0.008
1901-1910,1961-1970,6,5.281475374768068,0.011
1921-1930,1951-1960,3,5.0826551254839485,0.011
1941-1950,1971-1980,3,4.872682943353476,0.013
1901-1910,1971-1980,7,5.136463986783972,0.014
1901-1910,1991-2000,9,5.309438078787271,0.015
1911-1920,1991-2000,8,5.109687931302656,0.016
1941-1950,1951-1960,1,4.954128208121182,0.02
2001-2010,2011-2018,1,5.129028299236183,0.02
1901-1910,2001-2010,10,5.277656128653476,0.022
1941-1950,1981-1990,4,4.967419444062531,0.023
1941-1950,1991-2000,5,5.009798793640608,0.024
1901-1910,1941-1950,4,4.962584172291196,0.036
1991-2000,2001-2010,1,5.172085660343471,0.049
