,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.059,0.302,0.68,0.036,0.001,0.011,0.014,0.289,0.015,0.022,0.0
1911-1920,0.059,0.0,0.897,0.173,0.544,0.255,0.547,0.232,0.141,0.016,0.0,0.0
1921-1930,0.302,0.897,0.0,0.46,0.392,0.011,0.06,0.27,0.585,0.062,0.002,0.0
1931-1940,0.68,0.173,0.46,0.0,0.246,0.0,0.008,0.002,0.083,0.1,0.001,0.0
1941-1950,0.036,0.544,0.392,0.246,0.0,0.02,0.073,0.013,0.023,0.024,0.0,0.0
1951-1960,0.001,0.255,0.011,0.0,0.02,0.0,0.394,0.144,0.084,0.296,0.0,0.0
1961-1970,0.011,0.547,0.06,0.008,0.073,0.394,0.0,0.31,0.348,0.062,0.001,0.0
1971-1980,0.014,0.232,0.27,0.002,0.013,0.144,0.31,0.0,0.776,0.151,0.003,0.0
1981-1990,0.289,0.141,0.585,0.083,0.023,0.084,0.348,0.776,0.0,0.775,0.189,0.002
1991-2000,0.015,0.016,0.062,0.1,0.024,0.296,0.062,0.151,0.775,0.0,0.049,0.008
2001-2010,0.022,0.0,0.002,0.001,0.0,0.0,0.001,0.003,0.189,0.049,0.0,0.02
2011-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.008,0.02,0.0
