timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1991-2000,9,9.692957319091713,0.0
1951-1960,1991-2000,4,5.4729119453924,0.0
1971-1980,2001-2010,3,4.983545013278768,0.0
1911-1920,1991-2000,8,9.063050361777163,0.003
1931-1940,1991-2000,6,7.109682086466056,0.003
1911-1920,2011-2018,10,10.48140480519237,0.007
1911-1920,2001-2010,9,9.416901810447944,0.007
1951-1960,2001-2010,5,5.6355089664258475,0.008
1961-1970,2001-2010,4,4.833831935132977,0.01
1901-1910,1941-1950,4,11.208214789507661,0.011
1911-1920,1941-1950,3,10.8642415672069,0.013
1971-1980,1991-2000,2,4.736517053525366,0.014
1901-1910,2001-2010,10,9.540863801591502,0.016
1901-1910,2011-2018,11,10.260866779929078,0.024
1961-1970,2011-2018,5,6.558700552583066,0.029
1921-1930,1941-1950,2,10.950548287042313,0.035
1971-1980,2011-2018,4,6.798251870121244,0.035
1911-1920,1981-1990,7,8.849752301223996,0.035
1921-1930,1991-2000,7,9.06869112031379,0.038
1911-1920,1951-1960,4,9.273418326549672,0.039
1901-1910,1961-1970,6,8.810353797107943,0.041
1911-1920,1971-1980,6,8.942200227154634,0.044
1901-1910,1981-1990,8,8.857722604440784,0.048
