event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1901-1910,1941-1950,11.208214789507661,0.011,4,"1911-1920,1921-1930,1931-1940,1941-1950",sudden_shift
1,1901-1910,1961-1970,8.810353797107943,0.041,6,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970",sudden_shift
2,1901-1910,1981-1990,8.857722604440784,0.048,8,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990",sudden_shift
3,1901-1910,1991-2000,9.692957319091713,0.0,9,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000",sudden_shift
4,1901-1910,2001-2010,9.540863801591502,0.016,10,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",sudden_shift
5,1901-1910,2011-2018,10.260866779929078,0.024,11,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",sudden_shift
6,1911-1920,1941-1950,10.8642415672069,0.013,3,"1921-1930,1931-1940,1941-1950",sudden_shift
7,1911-1920,1951-1960,9.273418326549672,0.039,4,"1921-1930,1931-1940,1941-1950,1951-1960",sudden_shift
8,1911-1920,1971-1980,8.942200227154634,0.044,6,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980",sudden_shift
9,1911-1920,1981-1990,8.849752301223996,0.035,7,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990",sudden_shift
10,1911-1920,1991-2000,9.063050361777163,0.003,8,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000",sudden_shift
11,1911-1920,2001-2010,9.416901810447944,0.007,9,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",sudden_shift
12,1911-1920,2011-2018,10.48140480519237,0.007,10,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",sudden_shift
13,1921-1930,1941-1950,10.950548287042313,0.035,2,"1931-1940,1941-1950",sudden_shift
14,1921-1930,1991-2000,9.06869112031379,0.038,7,"1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000",sudden_shift
15,1931-1940,1991-2000,7.109682086466056,0.003,6,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000",sudden_shift
16,1951-1960,1991-2000,5.4729119453924,0.0,4,"1961-1970,1971-1980,1981-1990,1991-2000",sudden_shift
17,1951-1960,2001-2010,5.6355089664258475,0.008,5,"1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",sudden_shift
18,1961-1970,2001-2010,4.833831935132977,0.01,4,"1971-1980,1981-1990,1991-2000,2001-2010",sudden_shift
19,1961-1970,2011-2018,6.558700552583066,0.029,5,"1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",sudden_shift
20,1971-1980,1991-2000,4.736517053525366,0.014,2,"1981-1990,1991-2000",sudden_shift
21,1971-1980,2001-2010,4.983545013278768,0.0,3,"1981-1990,1991-2000,2001-2010",sudden_shift
22,1971-1980,2011-2018,6.798251870121244,0.035,4,"1981-1990,1991-2000,2001-2010,2011-2018",sudden_shift
