,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.013,0.099,0.466,0.03,0.001,0.072,0.036,0.011,0.02,0.003,0.0
1911-1920,0.013,0.0,0.939,0.063,0.907,0.25,0.332,0.685,0.223,0.134,0.005,0.0
1921-1930,0.099,0.939,0.0,0.368,0.715,0.226,0.827,0.807,0.458,0.289,0.065,0.0
1931-1940,0.466,0.063,0.368,0.0,0.102,0.016,0.254,0.172,0.083,0.098,0.009,0.002
1941-1950,0.03,0.907,0.715,0.102,0.0,0.107,0.289,0.474,0.214,0.147,0.001,0.0
1951-1960,0.001,0.25,0.226,0.016,0.107,0.0,0.563,0.475,0.336,0.399,0.083,0.013
1961-1970,0.072,0.332,0.827,0.254,0.289,0.563,0.0,0.887,0.726,0.704,0.176,0.029
1971-1980,0.036,0.685,0.807,0.172,0.474,0.475,0.887,0.0,0.997,0.823,0.038,0.007
1981-1990,0.011,0.223,0.458,0.083,0.214,0.336,0.726,0.997,0.0,0.769,0.035,0.019
1991-2000,0.02,0.134,0.289,0.098,0.147,0.399,0.704,0.823,0.769,0.0,0.216,0.204
2001-2010,0.003,0.005,0.065,0.009,0.001,0.083,0.176,0.038,0.035,0.216,0.0,0.242
2011-2018,0.0,0.0,0.0,0.002,0.0,0.013,0.029,0.007,0.019,0.204,0.242,0.0
