,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.422,0.197,0.391,0.12,0.03,0.832,0.171,0.071,0.0,0.808,0.012
1911-1920,0.422,0.0,0.669,0.924,0.643,0.274,0.862,0.529,0.464,0.009,0.724,0.086
1921-1930,0.197,0.669,0.0,0.69,0.548,0.324,0.334,0.519,0.508,0.0,0.269,0.121
1931-1940,0.391,0.924,0.69,0.0,0.588,0.502,0.502,0.36,0.402,0.031,0.724,0.159
1941-1950,0.12,0.643,0.548,0.588,0.0,0.439,0.306,0.657,0.842,0.009,0.276,0.115
1951-1960,0.03,0.274,0.324,0.502,0.439,0.0,0.094,0.919,0.919,0.298,0.172,0.736
1961-1970,0.832,0.862,0.334,0.502,0.306,0.094,0.0,0.365,0.307,0.004,0.819,0.033
1971-1980,0.171,0.529,0.519,0.36,0.657,0.919,0.365,0.0,0.916,0.244,0.479,0.556
1981-1990,0.071,0.464,0.508,0.402,0.842,0.919,0.307,0.916,0.0,0.018,0.357,0.707
1991-2000,0.0,0.009,0.0,0.031,0.009,0.298,0.004,0.244,0.018,0.0,0.043,0.067
2001-2010,0.808,0.724,0.269,0.724,0.276,0.172,0.819,0.479,0.357,0.043,0.0,0.081
2011-2018,0.012,0.086,0.121,0.159,0.115,0.736,0.033,0.556,0.707,0.067,0.081,0.0
