synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s10937,stammbuch,1901-1910,1911-1920,0.27975782083517264,0.021059638439015867
s10937,stammbuch,1911-1920,1921-1930,0.45624406560018926,0.034670668987268255
s10937,stammbuch,1921-1930,1931-1940,0.4186936503109836,0.12398724242894622
s10937,stammbuch,1931-1940,1941-1950,0.31675053907841155,0.04570942388066541
s10937,stammbuch,1941-1950,1951-1960,0.6070584722826636,0.04306186739849615
s10937,stammbuch,1951-1960,1961-1970,0.630223194938236,0.08239675866988064
s10937,stammbuch,1961-1970,1971-1980,0.3940052382503981,0.07694324477418855
s10937,stammbuch,1971-1980,1981-1990,0.20437414860465036,0.060132560105956134
s10937,stammbuch,1981-1990,1991-2000,0.09303453058118258,0.0259483819846626
s10937,stammbuch,1991-2000,2001-2010,0.2224252863474846,0.1354737545105781
