,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.899,0.836,0.823,0.573,0.687,0.629,0.137,0.119,0.075,0.105,0.185
1911-1920,0.899,0.0,0.648,0.479,0.224,0.469,0.251,0.364,0.236,0.092,0.18,0.337
1921-1930,0.836,0.648,0.0,0.981,0.589,0.789,0.512,0.23,0.25,0.3,0.253,0.13
1931-1940,0.823,0.479,0.981,0.0,0.813,0.669,0.509,0.167,0.48,0.515,0.408,0.177
1941-1950,0.573,0.224,0.589,0.813,0.0,0.375,0.328,0.061,0.371,0.804,0.571,0.071
1951-1960,0.687,0.469,0.789,0.669,0.375,0.0,0.891,0.911,0.481,0.251,0.263,0.641
1961-1970,0.629,0.251,0.512,0.509,0.328,0.891,0.0,0.45,0.325,0.25,0.17,0.413
1971-1980,0.137,0.364,0.23,0.167,0.061,0.911,0.45,0.0,0.062,0.005,0.015,0.556
1981-1990,0.119,0.236,0.25,0.48,0.371,0.481,0.325,0.062,0.0,0.327,0.797,0.227
1991-2000,0.075,0.092,0.3,0.515,0.804,0.251,0.25,0.005,0.327,0.0,0.613,0.018
2001-2010,0.105,0.18,0.253,0.408,0.571,0.263,0.17,0.015,0.797,0.613,0.0,0.043
2011-2018,0.185,0.337,0.13,0.177,0.071,0.641,0.413,0.556,0.227,0.018,0.043,0.0
