lexeme,synset,has_consecutive_test,consecutive_pvalue,consecutive_significant,has_pairwise_test,num_significant_pairs,max_drift_magnitude,min_pvalue,num_drift_events,max_impact_duration,total_timespans,drift_event_types,affected_timespans,result_path,num_dimensions,any_significant
flügel,s26446,True,0.468,False,True,6,69.9983466745301,0.006,6,8,8,sudden_shift,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",results/Qwen3-4b/lexemes/flügel/s26446,2560.0,True
flügel,s11625,True,0.065,False,True,1,100.96516726789808,0.046,1,7,2,sudden_shift,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",results/Qwen3-4b/lexemes/flügel/s11625,2560.0,True
flügel,s73683,True,0.079,False,True,1,93.2825884797764,0.008,1,6,2,sudden_shift,"1921-1930,1931-1940,1961-1970,1971-1980,1991-2000,2001-2010",results/Qwen3-4b/lexemes/flügel/s73683,2560.0,True
flügel,s23151,True,0.402,False,True,4,77.64506302912534,0.005,4,8,5,sudden_shift,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-4b/lexemes/flügel/s23151,2560.0,True
flügel,s9697,True,0.39,False,True,3,76.58538227403781,0.007,3,6,5,sudden_shift,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-4b/lexemes/flügel/s9697,2560.0,True
kurs,s13438,True,0.188,False,True,13,101.34896245892192,0.0,3,5,14,"consecutive,sudden_shift","1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2011-2018",results/Qwen3-4b/lexemes/kurs/s13438,2560.0,True
kurs,s41895,True,0.021,True,True,6,68.95489603884641,0.003,4,6,8,"consecutive,sudden_shift","1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",results/Qwen3-4b/lexemes/kurs/s41895,2560.0,True
kurs,s30016,True,0.41,False,True,9,81.56361299579854,0.008,7,8,9,"consecutive,sudden_shift","1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-4b/lexemes/kurs/s30016,2560.0,True
klima,s41205,True,0.955,False,True,4,40.18164127186811,0.012,3,4,6,"consecutive,sudden_shift","1911-1920,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",results/Qwen3-4b/lexemes/klima/s41205,2560.0,True
tor,s10304,True,0.097,False,True,7,34.40548475467981,0.006,4,7,9,"consecutive,sudden_shift","1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",results/Qwen3-4b/lexemes/tor/s10304,2560.0,True
tor,s33154,True,0.665,False,True,5,84.43373895874232,0.01,5,6,7,sudden_shift,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000",results/Qwen3-4b/lexemes/tor/s33154,2560.0,True
tor,s37889,True,0.67,False,True,6,102.71772114232684,0.012,3,6,8,"consecutive,sudden_shift","1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,2001-2010,2011-2018",results/Qwen3-4b/lexemes/tor/s37889,2560.0,True
schimmel,s50922,True,0.707,False,True,1,58.87866279358466,0.033,1,3,2,sudden_shift,"1991-2000,2001-2010,2011-2018",results/Qwen3-4b/lexemes/schimmel/s50922,2560.0,True
schimmel,s47572,True,0.818,False,True,4,77.66281264001499,0.022,4,6,6,sudden_shift,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-4b/lexemes/schimmel/s47572,2560.0,True
richtung,s27305,True,0.043,True,True,5,64.34936158901365,0.009,4,4,7,"consecutive,sudden_shift","1951-1960,1961-1970,1971-1980,1981-1990,2001-2010",results/Qwen3-4b/lexemes/richtung/s27305,2560.0,True
richtung,s41895,True,0.505,False,True,1,27.23896821054188,0.037,1,3,2,sudden_shift,"1911-1920,1921-1930,1931-1940",results/Qwen3-4b/lexemes/richtung/s41895,2560.0,True
bank,s9650,True,0.362,False,True,3,119.60974373473984,0.005,3,8,4,sudden_shift,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",results/Qwen3-4b/lexemes/bank/s9650,2560.0,True
bank,s25245,True,0.247,False,True,8,22.270046430039017,0.003,8,6,10,sudden_shift,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",results/Qwen3-4b/lexemes/bank/s25245,2560.0,True
bank,s6399,True,0.008,True,True,27,139.7939878348723,0.0,4,3,16,"consecutive,sudden_shift","1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-4b/lexemes/bank/s6399,2560.0,True
zeitung,s10649,True,0.925,False,True,1,25.239458256767165,0.048,1,8,2,sudden_shift,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000",results/Qwen3-4b/lexemes/zeitung/s10649,2560.0,True
zeitung,s29644,True,0.006,True,True,18,68.78234969238736,0.0,5,3,17,"consecutive,sudden_shift","1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1991-2000,2001-2010,2011-2018",results/Qwen3-4b/lexemes/zeitung/s29644,2560.0,True
