lexeme,synset,has_consecutive_test,consecutive_pvalue,consecutive_significant,has_pairwise_test,num_significant_pairs,max_drift_magnitude,min_pvalue,num_drift_events,max_impact_duration,total_timespans,drift_event_types,affected_timespans,result_path,num_dimensions,any_significant
stammbuch,s10937,True,0.555,False,True,6,60.44848322822678,0.003,3,7,8,"consecutive,sudden_shift","1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",results/Qwen3-4b/lexemes/stammbuch/s10937,2560.0,True
schnabel,s25993,True,0.09,False,True,2,40.44493445701866,0.02,2,5,3,sudden_shift,"1961-1970,1971-1980,1981-1990,2001-2010,2011-2018",results/Qwen3-4b/lexemes/schnabel/s25993,2560.0,True
schnabel,s26449,True,0.224,False,True,5,71.13693384684734,0.01,1,1,6,consecutive,1951-1960,results/Qwen3-4b/lexemes/schnabel/s26449,2560.0,True
atmosphäre,s42158,True,0.679,False,True,5,60.821359565723874,0.005,2,4,7,"consecutive,sudden_shift","1921-1930,1931-1940,1941-1950,1951-1960,2001-2010",results/Qwen3-4b/lexemes/atmosphäre/s42158,2560.0,True
atmosphäre,s14251,True,0.39,False,True,6,43.99035433039269,0.003,2,3,8,consecutive,"1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-4b/lexemes/atmosphäre/s14251,2560.0,True
atmosphäre,s33676,True,0.469,False,True,1,76.15276007543032,0.023,1,4,2,sudden_shift,"1911-1920,1921-1930,1931-1940,1941-1950",results/Qwen3-4b/lexemes/atmosphäre/s33676,2560.0,True
atmosphäre,s42868,True,0.113,False,True,14,69.74607929051236,0.006,9,9,14,"consecutive,sudden_shift","1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-4b/lexemes/atmosphäre/s42868,2560.0,True
diarium,s10919,True,0.127,False,True,11,65.53421701689723,0.006,4,2,12,"consecutive,sudden_shift","1941-1950,1951-1960,1961-1970,1971-1980,2001-2010,2011-2018",results/Qwen3-4b/lexemes/diarium/s10919,2560.0,True
kasse,s74827,True,0.713,False,True,2,41.890256147360496,0.007,1,1,3,consecutive,1941-1950,results/Qwen3-4b/lexemes/kasse/s74827,2560.0,True
kasse,s74907,True,0.184,False,True,6,109.31210717737292,0.008,1,1,6,consecutive,1981-1990,results/Qwen3-4b/lexemes/kasse/s74907,2560.0,True
kasse,s25445,True,0.499,False,True,3,65.81190450252241,0.019,3,8,4,sudden_shift,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000",results/Qwen3-4b/lexemes/kasse/s25445,2560.0,True
kasse,s22803,True,0.899,False,True,4,87.11532179545786,0.012,4,6,5,sudden_shift,"1921-1930,1931-1940,1941-1950,1961-1970,1981-1990,1991-2000",results/Qwen3-4b/lexemes/kasse/s22803,2560.0,True
universität,s9426,True,0.647,False,True,1,106.41166410895056,0.044,1,2,2,sudden_shift,"1981-1990,1991-2000",results/Qwen3-4b/lexemes/universität/s9426,2560.0,True
universität,s24528,True,0.295,False,True,11,37.01190953837015,0.002,11,9,10,sudden_shift,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",results/Qwen3-4b/lexemes/universität/s24528,2560.0,True
blatt,s10649,True,0.052,False,True,12,54.0160128905404,0.0,2,1,12,consecutive,"1971-1980,1981-1990",results/Qwen3-4b/lexemes/blatt/s10649,2560.0,True
blatt,s46736,True,0.124,False,True,4,52.72593164179784,0.042,2,3,7,"consecutive,sudden_shift","1911-1920,1921-1930,1931-1940,1941-1950",results/Qwen3-4b/lexemes/blatt/s46736,2560.0,True
blatt,s11270,True,0.637,False,True,3,54.64159228061325,0.027,3,11,4,sudden_shift,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-4b/lexemes/blatt/s11270,2560.0,True
block,s107180,True,0.256,False,True,6,90.26450422040514,0.0,6,10,7,sudden_shift,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-4b/lexemes/block/s107180,2560.0,True
klappe,s110889,True,0.009,True,False,0,,,0,0,0,,,results/Qwen3-4b/lexemes/klappe/s110889,2560.0,True
klappe,s6029,True,0.725,False,True,1,486.3202142707989,0.048,1,7,2,sudden_shift,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980",results/Qwen3-4b/lexemes/klappe/s6029,2560.0,True
klappe,s25993,True,0.021,True,True,24,31.261677068618077,0.002,8,7,18,"consecutive,sudden_shift","1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-4b/lexemes/klappe/s25993,2560.0,True
pinsel,s8330,True,0.062,False,True,4,40.46743323827414,0.005,4,6,6,sudden_shift,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010,2011-2018",results/Qwen3-4b/lexemes/pinsel/s8330,2560.0,True
decke,s10206,True,0.008,True,True,11,60.91639849299654,0.0,6,6,14,"consecutive,sudden_shift","1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-4b/lexemes/decke/s10206,2560.0,True
decke,s73206,True,0.109,False,True,1,123.5171668375991,0.038,1,6,2,sudden_shift,"1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990",results/Qwen3-4b/lexemes/decke/s73206,2560.0,True
decke,s7419,True,0.022,True,True,5,68.38281041440041,0.017,2,4,7,"consecutive,sudden_shift","1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-4b/lexemes/decke/s7419,2560.0,True
pflaster,s7930,True,0.877,False,True,1,476.5740895712314,0.046,1,8,2,sudden_shift,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-4b/lexemes/pflaster/s7930,2560.0,True
pflaster,s47771,True,0.391,False,True,7,40.0911112871848,0.002,5,9,8,"consecutive,sudden_shift","1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-4b/lexemes/pflaster/s47771,2560.0,True
virus,s50968,True,0.726,False,True,3,22.9368858222397,0.013,2,7,5,"consecutive,sudden_shift","1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-4b/lexemes/virus/s50968,2560.0,True
virus,s64010,True,0.133,False,True,2,3407.246099080736,0.03,2,5,3,sudden_shift,"1961-1970,1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-4b/lexemes/virus/s64010,2560.0,True
kartenspiel,s25671,True,0.986,False,True,1,105.21479566819936,0.036,1,7,2,sudden_shift,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",results/Qwen3-4b/lexemes/kartenspiel/s25671,2560.0,True
kartenspiel,s11135,True,0.048,True,True,13,105.0441582529057,0.001,6,7,14,"consecutive,sudden_shift","1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-4b/lexemes/kartenspiel/s11135,2560.0,True
gesichtsmaske,s63142,True,0.842,False,True,2,300.8310598792381,0.017,1,1,4,consecutive,2001-2010,results/Qwen3-4b/lexemes/gesichtsmaske/s63142,2560.0,True
fuß,s26149,True,0.453,False,True,7,48.72631057232078,0.0,7,10,7,sudden_shift,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-4b/lexemes/fuß/s26149,2560.0,True
fuß,s110427,True,0.291,False,True,3,93.1772989000594,0.006,3,8,4,sudden_shift,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990",results/Qwen3-4b/lexemes/fuß/s110427,2560.0,True
flügel,s12102,True,0.18,False,True,2,118.80395075404223,0.007,2,9,3,sudden_shift,"1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",results/Qwen3-4b/lexemes/flügel/s12102,2560.0,True
