significant_drift,mean_std_drift,median_std_drift,mean_iqr_drift,median_iqr_drift,mean_kde_peak,median_kde_peak,synset_count
False,824.6349196606616,824.6379928127532,1276.0007561094437,1276.0679302186122,0.0014366657797778401,0.0014365614615518961,23
True,824.9792287489079,825.1627070183276,1276.7440092750737,1277.1467899025315,0.0014357505822947241,0.0014352619999779778,56
