,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.447,0.43,0.803,0.608,0.702,0.355,0.626,0.416,0.004,0.341,0.745
1911-1920,0.447,0.0,0.676,1.0,0.705,0.335,0.284,1.0,0.32,0.395,0.367,0.616
1921-1930,0.43,0.676,0.0,0.446,0.553,0.093,0.545,0.774,0.247,0.189,0.78,0.191
1931-1940,0.803,1.0,0.446,0.0,0.695,0.904,0.69,0.603,0.756,0.66,0.537,1.0
1941-1950,0.608,0.705,0.553,0.695,0.0,0.593,0.741,0.692,0.258,0.284,0.418,0.305
1951-1960,0.702,0.335,0.093,0.904,0.593,0.0,0.904,0.523,0.642,0.456,0.128,0.797
1961-1970,0.355,0.284,0.545,0.69,0.741,0.904,0.0,0.301,0.5,0.426,0.485,0.382
1971-1980,0.626,1.0,0.774,0.603,0.692,0.523,0.301,0.0,0.266,0.158,0.22,0.488
1981-1990,0.416,0.32,0.247,0.756,0.258,0.642,0.5,0.266,0.0,0.511,0.322,0.506
1991-2000,0.004,0.395,0.189,0.66,0.284,0.456,0.426,0.158,0.511,0.0,0.212,0.58
2001-2010,0.341,0.367,0.78,0.537,0.418,0.128,0.485,0.22,0.322,0.212,0.0,0.314
2011-2018,0.745,0.616,0.191,1.0,0.305,0.797,0.382,0.488,0.506,0.58,0.314,0.0
