synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s25671,kartenspiel,1901-1910,1911-1920,0.024517036351868336,0.1537230440460585
s25671,kartenspiel,1911-1920,1921-1930,0.027949047658347936,0.34292777460372537
s25671,kartenspiel,1921-1930,1931-1940,0.017359284707472018,0.27248895204886864
s25671,kartenspiel,1931-1940,1941-1950,0.04275665936639919,0.4764003427341457
s25671,kartenspiel,1941-1950,1951-1960,0.05611226980347984,0.10020393704545355
s25671,kartenspiel,1951-1960,1961-1970,0.016114449613670936,0.24886499708099818
s25671,kartenspiel,1961-1970,1971-1980,0.19858397172140388,1.901677389871188
s25671,kartenspiel,1971-1980,1981-1990,0.04319656183969457,0.4305588219017212
s25671,kartenspiel,1981-1990,1991-2000,0.22049510490521163,0.3093554861586355
s25671,kartenspiel,1991-2000,2001-2010,0.0766492251476238,0.6369526035075326
