event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1901-1910,1911-1920,8.771411864745383,0.014,1,1911-1920,consecutive
1,1931-1940,1951-1960,13.34021969253522,0.009,2,"1941-1950,1951-1960",sudden_shift
2,1951-1960,1981-1990,12.290212601518439,0.01,3,"1961-1970,1971-1980,1981-1990",sudden_shift
3,1951-1960,2001-2010,9.9596825096551,0.04,5,"1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",sudden_shift
4,1981-1990,2011-2018,10.251902771972352,0.049,3,"1991-2000,2001-2010,2011-2018",sudden_shift
