timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1951-1960,5,12.383903654311137,0.001
1901-1910,2011-2018,11,10.410231719399343,0.001
1901-1910,1961-1970,6,12.44761758346527,0.002
1901-1910,1991-2000,9,12.435647781361814,0.009
1931-1940,1951-1960,2,13.34021969253522,0.009
1951-1960,1981-1990,3,12.290212601518439,0.01
1901-1910,1911-1920,1,8.771411864745383,0.014
1901-1910,1971-1980,7,7.908078841044995,0.039
1951-1960,2001-2010,5,9.9596825096551,0.04
1981-1990,2011-2018,3,10.251902771972352,0.049
