,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1981-1990
1911-1920,0.0,0.855,0.784,0.502,0.397,0.733
1921-1930,0.855,0.0,1.0,0.283,0.301,0.433
1931-1940,0.784,1.0,0.0,1.0,1.0,1.0
1941-1950,0.502,0.283,1.0,0.0,0.664,1.0
1951-1960,0.397,0.301,1.0,0.664,0.0,0.673
1981-1990,0.733,0.433,1.0,1.0,0.673,0.0
