,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.22,0.355,0.252,0.046,0.092,0.067,0.054,0.114,0.039,0.022,0.068
1911-1920,0.22,0.0,0.793,0.39,0.18,0.272,0.104,0.19,0.366,0.334,0.265,0.325
1921-1930,0.355,0.793,0.0,0.629,0.434,0.623,0.159,0.357,0.679,0.735,0.504,0.465
1931-1940,0.252,0.39,0.629,0.0,0.477,0.656,0.393,0.512,0.449,0.427,0.36,0.452
1941-1950,0.046,0.18,0.434,0.477,0.0,0.064,0.286,0.127,0.185,0.428,0.125,0.159
1951-1960,0.092,0.272,0.623,0.656,0.064,0.0,0.013,0.163,0.0,0.026,0.027,0.042
1961-1970,0.067,0.104,0.159,0.393,0.286,0.013,0.0,0.419,0.257,0.338,0.082,0.238
1971-1980,0.054,0.19,0.357,0.512,0.127,0.163,0.419,0.0,0.186,0.264,0.18,0.254
1981-1990,0.114,0.366,0.679,0.449,0.185,0.0,0.257,0.186,0.0,0.415,0.023,0.111
1991-2000,0.039,0.334,0.735,0.427,0.428,0.026,0.338,0.264,0.415,0.0,0.636,0.395
2001-2010,0.022,0.265,0.504,0.36,0.125,0.027,0.082,0.18,0.023,0.636,0.0,0.373
2011-2018,0.068,0.325,0.465,0.452,0.159,0.042,0.238,0.254,0.111,0.395,0.373,0.0
