synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s106689,maske,1901-1910,1911-1920,0.037145822875672585,0.1736034010894183
s106689,maske,1911-1920,1921-1930,0.017091604229165152,0.23526679741875345
s106689,maske,1921-1930,1931-1940,0.009518855654904323,0.4035154789368433
s106689,maske,1931-1940,1941-1950,0.006026551334331761,0.17135957895007684
s106689,maske,1941-1950,1951-1960,0.006554598342404655,0.3078739292022738
s106689,maske,1951-1960,1961-1970,0.034605066786120964,0.42460364831736325
s106689,maske,1961-1970,1971-1980,0.020653733737472403,0.19196500685111825
s106689,maske,1971-1980,1981-1990,0.009479647217031551,0.14295608369671176
s106689,maske,1981-1990,1991-2000,0.014905169174254171,0.7599449532913345
s106689,maske,1991-2000,2001-2010,0.00812114468047431,0.29702225227516105
