,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.009,0.209,0.111,0.166,0.148,0.001,0.273,0.108,0.325,0.013,0.058
1911-1920,0.009,0.0,0.217,0.224,0.044,0.001,0.012,0.165,0.035,0.106,0.336,0.542
1921-1930,0.209,0.217,0.0,0.401,0.35,0.765,0.017,0.134,0.242,0.28,0.101,0.208
1931-1940,0.111,0.224,0.401,0.0,0.118,0.124,0.025,0.323,0.821,0.064,0.116,0.307
1941-1950,0.166,0.044,0.35,0.118,0.0,0.387,0.072,0.022,0.11,0.246,0.084,0.123
1951-1960,0.148,0.001,0.765,0.124,0.387,0.0,0.434,0.105,0.56,0.845,0.096,0.087
1961-1970,0.001,0.012,0.017,0.025,0.072,0.434,0.0,0.052,0.067,0.271,0.073,0.142
1971-1980,0.273,0.165,0.134,0.323,0.022,0.105,0.052,0.0,0.16,0.484,0.131,0.307
1981-1990,0.108,0.035,0.242,0.821,0.11,0.56,0.067,0.16,0.0,0.412,0.136,0.846
1991-2000,0.325,0.106,0.28,0.064,0.246,0.845,0.271,0.484,0.412,0.0,0.178,0.577
2001-2010,0.013,0.336,0.101,0.116,0.084,0.096,0.073,0.131,0.136,0.178,0.0,0.649
2011-2018,0.058,0.542,0.208,0.307,0.123,0.087,0.142,0.307,0.846,0.577,0.649,0.0
