,1911-1920,1931-1940,1961-1970,1971-1980,2001-2010
1911-1920,0.0,14.74204780571395,15.139099063495296,12.953211034889334,11.897250415987735
1931-1940,14.74204780571395,0.0,13.558011042759897,12.07849635911066,12.633243033730867
1961-1970,15.139099063495296,13.558011042759897,0.0,15.160531675938303,14.653999732030966
1971-1980,12.953211034889334,12.07849635911066,15.160531675938303,0.0,9.490362407272418
2001-2010,11.897250415987735,12.633243033730867,14.653999732030966,9.490362407272418,0.0
