,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.093,0.262,0.431,0.745,0.803,0.485,0.395,0.861,0.789,0.169,0.13
1911-1920,0.093,0.0,0.67,0.063,0.793,0.533,0.381,0.012,0.503,0.09,0.308,0.255
1921-1930,0.262,0.67,0.0,0.174,0.901,0.808,0.809,0.034,0.304,0.2,0.767,0.845
1931-1940,0.431,0.063,0.174,0.0,0.661,0.837,0.515,0.533,0.852,0.273,0.161,0.044
1941-1950,0.745,0.793,0.901,0.661,0.0,0.883,0.701,0.283,0.905,0.669,0.677,0.56
1951-1960,0.803,0.533,0.808,0.837,0.883,0.0,0.797,0.722,0.802,0.751,0.954,0.959
1961-1970,0.485,0.381,0.809,0.515,0.701,0.797,0.0,0.168,0.727,0.696,0.941,0.862
1971-1980,0.395,0.012,0.034,0.533,0.283,0.722,0.168,0.0,0.444,0.416,0.054,0.03
1981-1990,0.861,0.503,0.304,0.852,0.905,0.802,0.727,0.444,0.0,0.913,0.657,0.454
1991-2000,0.789,0.09,0.2,0.273,0.669,0.751,0.696,0.416,0.913,0.0,0.049,0.04
2001-2010,0.169,0.308,0.767,0.161,0.677,0.954,0.941,0.054,0.657,0.049,0.0,0.663
2011-2018,0.13,0.255,0.845,0.044,0.56,0.959,0.862,0.03,0.454,0.04,0.663,0.0
