synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s37889,tor,1901-1910,1911-1920,0.0604045084086717,0.10776737756673521
s37889,tor,1911-1920,1921-1930,0.24234237326792485,0.16595479345150482
s37889,tor,1921-1930,1931-1940,0.17083863400383498,0.053073528806396854
s37889,tor,1931-1940,1941-1950,0.09916642288224162,0.08905274715162505
s37889,tor,1941-1950,1951-1960,0.09860011972180222,0.13236664388050062
s37889,tor,1951-1960,1961-1970,0.07809229492185443,0.1095160189875775
s37889,tor,1961-1970,1971-1980,0.11752038064016458,0.059480470392536816
s37889,tor,1971-1980,1981-1990,0.18482556009045897,0.051220898261202054
s37889,tor,1981-1990,1991-2000,0.22949416065516604,0.1554536130053191
s37889,tor,1991-2000,2001-2010,0.14966570791309167,0.06923469199530706
