,1901-1910,1911-1920,1921-1930,1931-1940,1971-1980,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.704,0.612,0.076,0.182,0.402,0.435,0.296
1911-1920,0.704,0.0,0.469,0.067,0.149,0.278,0.143,0.486
1921-1930,0.612,0.469,0.0,1.0,1.0,1.0,0.647,0.51
1931-1940,0.076,0.067,1.0,0.0,0.679,0.649,0.344,0.285
1971-1980,0.182,0.149,1.0,0.679,0.0,1.0,0.323,0.233
1991-2000,0.402,0.278,1.0,0.649,1.0,0.0,0.343,0.485
2001-2010,0.435,0.143,0.647,0.344,0.323,0.343,0.0,0.211
2011-2018,0.296,0.486,0.51,0.285,0.233,0.485,0.211,0.0
