,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2011-2018
1901-1910,0.0,0.635,0.674,0.041,0.076,0.898,0.116,0.141,0.453,0.551,0.35
1911-1920,0.635,0.0,1.0,0.161,0.138,1.0,0.186,0.67,0.671,0.65,0.453
1921-1930,0.674,1.0,0.0,0.892,1.0,1.0,0.498,1.0,1.0,1.0,0.819
1931-1940,0.041,0.161,0.892,0.0,0.075,0.507,0.015,0.072,0.441,0.593,0.734
1941-1950,0.076,0.138,1.0,0.075,0.0,1.0,0.1,0.364,0.555,0.859,0.771
1951-1960,0.898,1.0,1.0,0.507,1.0,0.0,0.492,1.0,1.0,1.0,0.808
1961-1970,0.116,0.186,0.498,0.015,0.1,0.492,0.0,0.121,0.52,0.511,0.09
1971-1980,0.141,0.67,1.0,0.072,0.364,1.0,0.121,0.0,1.0,1.0,0.338
1981-1990,0.453,0.671,1.0,0.441,0.555,1.0,0.52,1.0,0.0,1.0,0.609
1991-2000,0.551,0.65,1.0,0.593,0.859,1.0,0.511,1.0,1.0,0.0,0.783
2011-2018,0.35,0.453,0.819,0.734,0.771,0.808,0.09,0.338,0.609,0.783,0.0
