timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1981-1990,8,6.66063948623739,0.0
1961-1970,2001-2010,4,5.526597764642689,0.0
1981-1990,1991-2000,1,5.974575036649863,0.0
1991-2000,2001-2010,1,5.486364131289788,0.0
1961-1970,1981-1990,2,5.818413885327518,0.0
1921-1930,1981-1990,6,5.528927724498045,0.001
1921-1930,2011-2018,9,5.78129651960717,0.001
1901-1910,2011-2018,11,6.882322959850181,0.002
1911-1920,1981-1990,7,7.2210099641263765,0.002
1921-1930,1971-1980,5,5.64400546071571,0.002
1901-1910,2001-2010,10,6.845794021254313,0.002
1921-1930,2001-2010,8,5.559079011879951,0.003
1921-1930,1961-1970,4,6.151040374973592,0.003
1951-1960,1981-1990,3,5.3512593699303785,0.003
1991-2000,2011-2018,2,5.560431364295714,0.003
1911-1920,1971-1980,6,7.3799853116398015,0.004
1901-1910,1971-1980,7,6.856362789064734,0.005
1961-1970,2011-2018,5,5.50407240125665,0.006
1951-1960,2001-2010,5,5.207705903075261,0.008
1941-1950,1981-1990,4,6.4554714283565335,0.008
1911-1920,1991-2000,8,7.821947478425628,0.009
1921-1930,1991-2000,7,6.215368937754514,0.011
1971-1980,1981-1990,1,4.516783309755565,0.011
1901-1910,1961-1970,6,6.901699076806555,0.015
1911-1920,2001-2010,9,7.020116657279845,0.016
1911-1920,1961-1970,5,7.497882515586158,0.019
1911-1920,2011-2018,10,7.136530341852605,0.025
1941-1950,2011-2018,7,6.627381880325141,0.03
1951-1960,2011-2018,6,5.278158051344219,0.033
1911-1920,1951-1960,4,7.339116621784648,0.039
1971-1980,1991-2000,2,5.377351754738977,0.047
1911-1920,1941-1950,3,8.28794576701312,0.047
1941-1950,2001-2010,6,6.254739178073986,0.048
