timespan_1,timespan_2,distance,drift_magnitude,p_value
1961-1970,2001-2010,3,40.46743323827414,0.005
1911-1920,1961-1970,5,34.234404177515806,0.011
1941-1950,1961-1970,2,34.89762331407523,0.011
1941-1950,2011-2018,6,30.336473488037544,0.037
