event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1901-1910,1921-1930,3.3538561339487285,0.017,2,"1911-1920,1921-1930",sudden_shift
1,1901-1910,1981-1990,5.098691754953748,0.007,8,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990",sudden_shift
2,1901-1910,2001-2010,5.650255220284132,0.014,10,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",sudden_shift
3,1901-1910,2011-2018,6.398652138703407,0.001,11,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",sudden_shift
4,1911-1920,1981-1990,4.822689081370291,0.018,7,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990",sudden_shift
5,1911-1920,2001-2010,5.398380274095423,0.016,9,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",sudden_shift
6,1911-1920,2011-2018,6.178048809423145,0.002,10,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",sudden_shift
7,1921-1930,1981-1990,5.026773188155187,0.004,6,"1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990",sudden_shift
8,1921-1930,2001-2010,5.086262755699699,0.009,8,"1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",sudden_shift
9,1921-1930,2011-2018,5.324916668053979,0.005,9,"1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",sudden_shift
10,1931-1940,2001-2010,5.064612351744068,0.043,7,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",sudden_shift
11,1931-1940,2011-2018,5.919843438288008,0.007,8,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",sudden_shift
12,1941-1950,2011-2018,5.357243527956368,0.016,7,"1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",sudden_shift
13,1951-1960,2011-2018,8.410223005951387,0.022,6,"1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",sudden_shift
14,1981-1990,2011-2018,5.515967847809308,0.042,3,"1991-2000,2001-2010,2011-2018",sudden_shift
