,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.112,0.017,0.06,0.097,0.755,0.251,0.822,0.007,0.534,0.014,0.001
1911-1920,0.112,0.0,0.062,0.612,0.426,0.917,0.544,0.934,0.018,0.654,0.016,0.002
1921-1930,0.017,0.062,0.0,0.069,0.22,0.23,0.333,0.211,0.004,0.291,0.009,0.005
1931-1940,0.06,0.612,0.069,0.0,0.643,0.907,0.388,0.817,0.051,0.736,0.043,0.007
1941-1950,0.097,0.426,0.22,0.643,0.0,0.821,0.602,0.58,0.056,0.827,0.055,0.016
1951-1960,0.755,0.917,0.23,0.907,0.821,0.0,0.686,0.948,0.654,0.609,0.165,0.022
1961-1970,0.251,0.544,0.333,0.388,0.602,0.686,0.0,0.49,0.248,0.713,0.613,0.264
1971-1980,0.822,0.934,0.211,0.817,0.58,0.948,0.49,0.0,0.729,0.757,0.165,0.054
1981-1990,0.007,0.018,0.004,0.051,0.056,0.654,0.248,0.729,0.0,0.969,0.257,0.042
1991-2000,0.534,0.654,0.291,0.736,0.827,0.609,0.713,0.757,0.969,0.0,0.879,0.294
2001-2010,0.014,0.016,0.009,0.043,0.055,0.165,0.613,0.165,0.257,0.879,0.0,0.251
2011-2018,0.001,0.002,0.005,0.007,0.016,0.022,0.264,0.054,0.042,0.294,0.251,0.0
