,1901-1910,1911-1920,1921-1930,1931-1940,1951-1960,2011-2018
1901-1910,0.0,20.371788681919053,23.342912932227645,22.004412970832195,21.601403476523068,20.52568901484343
1911-1920,20.371788681919053,0.0,19.843399467798772,16.68486853621821,17.758246390796124,12.36396789991609
1921-1930,23.342912932227645,19.843399467798772,0.0,20.743234017429902,20.027842522136066,21.510874739600215
1931-1940,22.004412970832195,16.68486853621821,20.743234017429902,0.0,18.09270266236297,17.342936274988688
1951-1960,21.601403476523068,17.758246390796124,20.027842522136066,18.09270266236297,0.0,18.799792258652108
2011-2018,20.52568901484343,12.36396789991609,21.510874739600215,17.342936274988688,18.799792258652108,0.0
