,1901-1910,1911-1920,1921-1930,1931-1940,1951-1960,2011-2018
1901-1910,0.0,1.0,1.0,0.675,1.0,0.647
1911-1920,1.0,0.0,1.0,1.0,1.0,1.0
1921-1930,1.0,1.0,0.0,0.673,1.0,0.652
1931-1940,0.675,1.0,0.673,0.0,1.0,0.652
1951-1960,1.0,1.0,1.0,1.0,0.0,0.644
2011-2018,0.647,1.0,0.652,0.652,0.644,0.0
