synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s30016,kurs,1901-1910,1911-1920,0.010011205289105334,0.5296698217906098
s30016,kurs,1911-1920,1921-1930,0.029339186150622844,0.8755415169693379
s30016,kurs,1921-1930,1931-1940,0.02011790138141502,0.2056029213898796
s30016,kurs,1931-1940,1941-1950,0.05051058016909192,1.2682587381610744
s30016,kurs,1941-1950,1951-1960,0.016143503020205553,0.20588862158736074
s30016,kurs,1951-1960,1961-1970,0.030870848926839695,0.17859005693510313
s30016,kurs,1961-1970,1971-1980,0.009578330907705391,0.2364315663419021
s30016,kurs,1971-1980,1981-1990,0.010713314599743737,0.24742241811025859
s30016,kurs,1981-1990,1991-2000,0.041960948152145704,0.18665357307882383
s30016,kurs,1991-2000,2001-2010,0.04039251440582735,0.37794582006089994
