event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1901-1910,1911-1920,3.9514603327391913,0.006,3,"1911-1920,1921-1930,1931-1940",consecutive
1,1921-1930,1931-1940,3.858661214267607,0.008,5,"1931-1940,1941-1950,1951-1960,1961-1970,1971-1980",consecutive
2,1931-1940,1941-1950,6.11770146470569,0.042,1,1941-1950,consecutive
3,1971-1980,2011-2018,7.344502247130825,0.018,4,"1981-1990,1991-2000,2001-2010,2011-2018",sudden_shift
