timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1921-1930,2,4.846035207802659,0.0
1901-1910,1971-1980,7,8.11680850723441,0.002
1901-1910,2001-2010,10,4.820569022986865,0.002
1901-1910,1911-1920,1,3.9514603327391913,0.006
1921-1930,1931-1940,1,3.858661214267607,0.008
1921-1930,2011-2018,9,3.9331888245836018,0.009
1911-1920,2011-2018,10,4.194826355533722,0.012
1901-1910,1931-1940,3,3.846797381106023,0.012
1921-1930,1941-1950,2,5.645798510761919,0.016
1921-1930,1951-1960,3,4.9949346698213555,0.017
1971-1980,2011-2018,4,7.344502247130825,0.018
1931-1940,2011-2018,8,4.266251339299243,0.021
1921-1930,1971-1980,5,6.7002832126977365,0.026
1931-1940,1971-1980,4,7.25905391881463,0.03
1931-1940,1941-1950,1,6.11770146470569,0.042
1901-1910,1981-1990,8,4.0749770218063395,0.043
1921-1930,1961-1970,4,8.148672109244197,0.044
