synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s47771,pflaster,1901-1910,1911-1920,0.006486714504112898,0.3269250337755287
s47771,pflaster,1911-1920,1921-1930,0.012627638679397516,0.2200871798234098
s47771,pflaster,1921-1930,1931-1940,0.025434613081123846,0.1560230218933636
s47771,pflaster,1931-1940,1941-1950,0.01855396570531002,0.6101365345885995
s47771,pflaster,1941-1950,1951-1960,0.005437424452369422,0.28895445415965265
s47771,pflaster,1951-1960,1961-1970,0.009499217772121427,0.4101364855767888
s47771,pflaster,1961-1970,1971-1980,0.011085311447668469,0.1593578005721161
s47771,pflaster,1971-1980,1981-1990,0.031219507801126353,0.2553403245344863
s47771,pflaster,1981-1990,1991-2000,0.04905096196399329,0.24719495414900064
s47771,pflaster,1991-2000,2001-2010,0.009500708902717148,0.8446578575807987
