,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.139,0.574,0.65,0.612,0.549,0.156,0.785,0.301,0.204,0.131,0.089
1911-1920,0.139,0.0,0.475,0.155,0.78,0.267,0.415,0.202,0.298,0.545,0.472,0.161
1921-1930,0.574,0.475,0.0,0.375,0.704,0.558,0.411,0.374,0.246,0.373,0.703,0.193
1931-1940,0.65,0.155,0.375,0.0,0.83,0.846,0.393,0.708,0.474,0.367,0.299,0.707
1941-1950,0.612,0.78,0.704,0.83,0.0,0.833,0.766,0.673,0.923,0.92,0.992,0.846
1951-1960,0.549,0.267,0.558,0.846,0.833,0.0,0.452,0.954,0.686,0.503,0.516,0.671
1961-1970,0.156,0.415,0.411,0.393,0.766,0.452,0.0,0.542,0.332,0.715,0.437,0.716
1971-1980,0.785,0.202,0.374,0.708,0.673,0.954,0.542,0.0,0.814,0.532,0.707,0.603
1981-1990,0.301,0.298,0.246,0.474,0.923,0.686,0.332,0.814,0.0,0.599,0.842,0.661
1991-2000,0.204,0.545,0.373,0.367,0.92,0.503,0.715,0.532,0.599,0.0,0.693,0.49
2001-2010,0.131,0.472,0.703,0.299,0.992,0.516,0.437,0.707,0.842,0.693,0.0,0.412
2011-2018,0.089,0.161,0.193,0.707,0.846,0.671,0.716,0.603,0.661,0.49,0.412,0.0
