synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s7930,pflaster,1901-1910,1911-1920,0.12349769639453702,0.13797958628210727
s7930,pflaster,1911-1920,1921-1930,0.11952171782975485,0.13734633647924124
s7930,pflaster,1921-1930,1931-1940,0.22634351537232342,0.18045114146480584
s7930,pflaster,1931-1940,1941-1950,0.11472140746025909,0.0729010751743787
s7930,pflaster,1941-1950,1951-1960,0.04055749727077345,0.1312693808791263
s7930,pflaster,1951-1960,1961-1970,0.12963094582617157,0.11015235691400807
s7930,pflaster,1961-1970,1971-1980,0.08681241486509432,0.07513584311470903
s7930,pflaster,1971-1980,1981-1990,0.28874063526331384,0.6001180529497285
s7930,pflaster,1981-1990,1991-2000,0.09879787682789654,0.09393380009878448
s7930,pflaster,1991-2000,2001-2010,0.2361673266815913,0.12521745292198527
